HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Commonname,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
3066,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,lubricus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Aspidelaps.lubricus,Coral snake,,,,,,9
3067,Animalia,Chordata,Reptilia,Squamata,Elapidae,Aspidelaps,scutatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Aspidelaps.scutatus,Shieldnose cobra,,,,,,13.5
3068,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.caeruleus,Indian krait,,,,,,17.4
3069,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.fasciatus,Red-headed krait,,,,,,13.2
3070,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Bungarus.multicinctus,Many-banded krait,,,,,,13.7
3071,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.angusticeps,Common mamba,,,,,,18.8
3072,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.jamesoni,Jameson's mamba,,,,,,13.1
3073,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.polylepis,Black mamba,,,,,,26.2
3074,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Dendroaspis.viridis,Green mamba,,,,,,18.7
3075,Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,Animalia.Chordata.Reptilia.Squamata.Elapidae.Elapsoidea.sundevallii,Sundevall's garter sanke,,,,,,11.6
3076,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Hemachatus.haemachatus,Ringneck spitting cobra,,,,,,13
3077,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Micruroides.euryxanthus,Western coral snake,,,,,,17.6
3078,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Animalia.Chordata.Reptilia.Squamata.Elapidae.Micrurus.fulvius,Eastern coral snake,,,,,,19
3079,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.atra,Indian/golden spitting cobra,,,,,,11.7
3080,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.haje,Egyptian cobra,,,,,,22.1
3081,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.kaouthia,Indian/monocled cobra,,,,,,25.4
3082,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.melanoleuca,Black and white-lipped cobra,,,,,,29.1
3083,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.mossambica,Mozambique spitting cobra,,,,,,16.7
3084,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.naja,Indian cobra,,,,,,32.3
3085,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.nigricollis,Blackneck spitting cobra,,,,,,23.2
3086,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nivea,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.nivea,Cape cobra,,,,,,26
3087,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.pallida,Red spitting cobra,,,,,,20.2
3088,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,samarensis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.samarensis,Indian/southeastern philippine cobra,,,,,,11.4
3089,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,Animalia.Chordata.Reptilia.Squamata.Elapidae.Naja.sputatrix,Indian/Indochinese spitting cobra,,,,,,13.5
3090,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Notechis.scutatus,Mainland tigersnake,,,,,,14.1
3091,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,Animalia.Chordata.Reptilia.Squamata.Elapidae.Ophiophagus.hannah,King cobra,,,,,,22.5
3092,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Oxyuranus.scutellatus,Taipan,,,,,,15.6
3093,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,Animalia.Chordata.Reptilia.Squamata.Elapidae.Pseudechis.australis,King grown/brown snake,,,,,,11.1
3094,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Animalia.Chordata.Reptilia.Squamata.Elapidae.Pseudechis.porphyriacus,Australian purplish death adder,,,,,,11.6
3095,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,colubrinus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.colubrinus,Kenya sand-boa,,,,,,20.7
3096,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,conicus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.conicus,Rough-scaled sand-boa,,,,,,28.2
3097,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.jaculus,Caucasian sand-boa,,,,,,24.7
3098,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,johnii,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.johnii,John's Indian sand-boa,,,,,,24.4
3099,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Animalia.Chordata.Reptilia.Squamata.Erycidae.Eryx.tataricus,Tartar sand-boa,,,,,,24
3100,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Coleonyx.elegans,Mexican banded gecko,,,,,,11
3101,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Coleonyx.variegatus,Western banded gecko,,,,,,15.2
3102,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Eublepharis.macularius,Leopard gecko,400,400,55,2,,28.5
3103,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Hemitheconyx.caudicinctus,African fat-tailed gecko,,,,,,16.2
3104,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,angulifer,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Chondrodactylus.angulifer,Namib sand gecko,,,,,,10.8
3105,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,bibronii,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Chondrodactylus.bibronii,Bibron's gecko,,,,,,6.1
3106,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Christinus.marmoratus,Marbled gecko,,,,,,12.8
3107,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Dactylocnemis,pacificus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Dactylocnemis.pacificus,Pacific sticky-toed gecko,,,,,,13
3108,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,oceanica,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Gehyra.oceanica,Oceanic dtella,,,,,,10.5
3109,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Gekko.gecko,Tokay gecko,,,,,,23.5
3110,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,frenatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Hemidactylus.frenatus,Common house gecko,365,365,58,2,,
3111,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,turcicus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Hemidactylus.turcicus,Mediterranean house gecko,,,,,,8.4
3112,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Heteronotia.binoei,Prickly gecko,,,,,,13.6
3113,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Mokopirirakau,granulatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Mokopirirakau.granulatus,Forest gecko,,,,,,21
3114,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,astriata,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.astriata,Seychelles small day gecko,,,,,,7.4
3115,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.cepediana,Blue-tailed day gecko,,,,,,9.3
3116,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.guentheri,Round island day gecko,,,,,,17.8
3117,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,guimbeaui,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.guimbeaui,Orange-spotted day gecko,,,,,,7.1
3118,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.laticauda,Broad-tailed day gecko,,,,,,8.7
3119,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.lineata,Striped day gecko,,,,,,10
3120,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.madagascariensis,Madagascar day gecko,,,,,,13.6
3121,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.standingi,Standing's day gecko,,,,,,9.6
3122,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Phelsuma.sundbergi,Seychelles giant day gecko,,,,,,15.9
3123,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Woodworthia,maculatus,Animalia.Chordata.Reptilia.Squamata.Gekkonidae.Woodworthia.maculatus,Gray gecko,,,,,,37
3124,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,horridum,Animalia.Chordata.Reptilia.Squamata.Helodermatidae.Heloderma.horridum,Beaded lizard,,,,,,34.4
3125,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Animalia.Chordata.Reptilia.Squamata.Helodermatidae.Heloderma.suspectum,Gila monster,,,,,,28.9
3126,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,Animalia.Chordata.Reptilia.Squamata.Homalopsidae.Erpeton.tentaculatum,East Indian tentacled snake,,,,,,13.6
3127,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Myrrophis,chinensis,Animalia.Chordata.Reptilia.Squamata.Homalopsidae.Myrrophis.chinensis,Chinese water snake,,,,,,4.2
3128,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,cristatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Amblyrhynchus.cristatus,Marine iguana,,,,,,6.4
3129,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Brachylophus,fasciatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Brachylophus.fasciatus,Fiji banded iguana,,,,,,5.9
3130,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Conolophus.pallidus,Santa Fe land iguana,,,,,,17.1
3131,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,subcristatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Conolophus.subcristatus,Galapagos land iguana,,,,,,
3132,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,bakeri,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.bakeri,Baker's spinytail iguana,,,,,,13.8
3133,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,hemilopha,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.hemilopha,Cape spinytail iguana,,,,,,9.6
3134,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,palearis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.palearis,Honduran dwarf spiny-tailed iguana,,,,,,10.2
3135,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,pectinata,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.pectinata,Western spiny-tailed iguana,,,,,,8.2
3136,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,similis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Ctenosaura.similis,Black iguana,,,,,,22.4
3137,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.cornuta,Rhinoceros iguana,,,,,,22.9
3138,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cychlura,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.cychlura,Andros island iguana,,,,,,23.4
3139,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,nubila,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.nubila,Cayman rock iguana,,,,,,47.6
3140,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,rileyi,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Cyclura.rileyi,White cay ground iguana,,,,,,
3141,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Dipsosaurus.dorsalis,Desert iguana,,,,,69.5,14.6
3142,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Iguana.iguana,Common green iguana,1640,1640,,,,19.8
3143,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.ater,Northern chuckwalla,,,,,,9.3
3144,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,hispidus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.hispidus,Spiny chuckwalla,,,,,,17.2
3145,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,varius,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sauromalus.varius,Piebald chuckwalla,,,,,,11.3
3146,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,magister,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.magister,Desert spiny lizard,,,,,,5.9
3147,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.poinsettii,Crevice spiny lizard,,,,,,8
3148,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.serrifer,Blue spiny lizard,,,,,,6.7
3149,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,undulatus,Animalia.Chordata.Reptilia.Squamata.Iguanidae.Sceloporus.undulatus,Fence lizard,1095,1095,,,,
3150,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,galloti,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Gallotia.galloti,Gallot's Canary Island lizard,,,,,,5.6
3151,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,simonyi,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Gallotia.simonyi,Simony's Canary Island lizard,,,,,,5.4
3152,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Lacerta.viridis,European green lizard,,,,,21.5,10
3153,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,vivipara,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Lacerta.vivipara,Viviparous lizard,730,365,,,,11
3154,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Podarcis.muralis,Common wall lizard,,,,,,10
3155,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Teira,dugesii,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Teira.dugesii,Madeira wall lizard,,,,,,4.8
3156,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Animalia.Chordata.Reptilia.Squamata.Lacertidae.Timon.lepidus,Jeweled lizard,912,912,,,,17
3157,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,Animalia.Chordata.Reptilia.Squamata.Leiocephalidae.Leiocephalus.carinatus,Northern curly-tailed lizard,,,,,,10.8
3158,Animalia,Chordata,Reptilia,Squamata,Loxocemidae,Loxocemus,bicolor,Animalia.Chordata.Reptilia.Squamata.Loxocemidae.Loxocemus.bicolor,Mexican burrowing python,,,,,,32.8
3159,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cuvieri,Animalia.Chordata.Reptilia.Squamata.Opluridae.Oplurus.cuvieri,Cuvier's Madagascar swift,,,,,,21.2
3160,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cyclurus,Animalia.Chordata.Reptilia.Squamata.Opluridae.Oplurus.cyclurus,Merrem's Madagascar swift,,,,,,9.3
3161,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,notata,Animalia.Chordata.Reptilia.Squamata.Phrynosomatidae.Uma.notata,Colorado desert fringe-toed lizard,,,,,,8.1
3162,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,hasselquistii,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Ptyodactylus.hasselquistii,Fan-footed gecko,,,,,,10.9
3163,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Tarentola.annularis,Ringed wall gecko,,,,,,11.8
3164,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,mauritanica,Animalia.Chordata.Reptilia.Squamata.Phyllodactylidae.Tarentola.mauritanica,Common wall gecko,,,,,,14
3165,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,childreni,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Antaresia.childreni,Children's python,,,,,,25.7
3166,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,melanocephalus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Aspidites.melanocephalus,Black-headed python,,,,,,22.6
3167,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Bothrochilus,boa,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Bothrochilus.boa,Bismarck ringed python,,,,,,22.2
3168,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Leiopython,albertisii,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Leiopython.albertisii,D'albert's python,,,,,,18
3169,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,fuscus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Liasis.fuscus,Brown water python,,,,,,26.8
3170,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,mackloti,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Liasis.mackloti,Macklot's python,,,,,,17.4
3171,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,amethistina,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.amethistina,Scrub python,,,,,,13.8
3172,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,boeleni,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.boeleni,Boelen's python,,,,,,20.1
3173,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.spilota,Carpet python,,,,,,19.6
3174,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,viridis,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Morelia.viridis,Green tree python,,,,,,20.6
3175,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,curtus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.curtus,Short-tailed python,,,,,,27.8
3176,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.molurus,Indian python,1095,1095,100,40,12370,34.2
3177,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.regius,Ball python,1825,1825,77,7,,47.5
3178,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,reticulatus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.reticulatus,Reticulated python,,,,,32000,29.4
3179,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,sebae,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.sebae,African python,,,,,,27.3
3180,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,timoriensis,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.timoriensis,Timor python,,,,,,20.5
3181,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,dumerili,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Acrantophis.dumerili,Dumeril's ground boa,,,,,,26
3182,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Acrantophis,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Acrantophis.madagascariensis,Madagascar boa,,,,,,28.4
3183,Animalia,Chordata,Reptilia,Squamata,Sanziniidae,Sanzinia,madagascariensis,Animalia.Chordata.Reptilia.Squamata.Sanziniidae.Sanzinia.madagascariensis,Madagascar tree boa,,,,,,21.8
3184,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,ocellatus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Chalcides.ocellatus,Palaearctic eyed skink,,,,,,14
3185,Animalia,Chordata,Reptilia,Squamata,Scincidae,Corucia,zebrata,Animalia.Chordata.Reptilia.Squamata.Scincidae.Corucia.zebrata,Solomon Island skink,,,,,,24.3
3186,Animalia,Chordata,Reptilia,Squamata,Scincidae,Cyclodina,macgregori,Animalia.Chordata.Reptilia.Squamata.Scincidae.Cyclodina.macgregori,Mcgregor's skink,,,,,,20
3187,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,cunninghami,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.cunninghami,Cunningham's skink,,,,,,26.5
3188,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,hosmeri,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.hosmeri,Hosmer's skink,,,,,,24.5
3189,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,luctuosa,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.luctuosa,Mourning skink,,,,,,18.2
3190,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,major,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.major,Land mullet,,,,,,10.8
3191,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,stokesii,Animalia.Chordata.Reptilia.Squamata.Scincidae.Egernia.stokesii,Gidgee skink,,,,,,18.2
3192,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,algeriensis,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.algeriensis,Algerian skink,,,,,,22.8
3193,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,laticeps,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.laticeps,Broadhead skink,,,,,,7.7
3194,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,obsoletus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Eumeces.obsoletus,Great Plains skink,,,,,30,7.3
3195,Animalia,Chordata,Reptilia,Squamata,Scincidae,Hemisphaeriodon,gerrardii,Animalia.Chordata.Reptilia.Squamata.Scincidae.Hemisphaeriodon.gerrardii,Pink-tongued skink,,,,,,12.9
3196,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,grande,Animalia.Chordata.Reptilia.Squamata.Scincidae.Oligosoma.grande,Grand skink,,,,,,
3197,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,otagense,Animalia.Chordata.Reptilia.Squamata.Scincidae.Oligosoma.otagense,Otago skink,,,,,,44
3198,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,gigas,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.gigas,Great moluccan skink,,,,,,17.3
3199,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,nigrolutea,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.nigrolutea,Australian black and yellow skink,,,,,,11.5
3200,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Animalia.Chordata.Reptilia.Squamata.Scincidae.Tiliqua.scincoides,Australian blue-tongued lizard,,,,10,493,26.6
3201,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachydosaurus,rugosus,Animalia.Chordata.Reptilia.Squamata.Scincidae.Trachydosaurus.rugosus,Shingleback skink,,,,,,20.9
3202,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Gonatodes,albogularis,Animalia.Chordata.Reptilia.Squamata.Sphaerodactylidae.Gonatodes.albogularis,Yellowhead gecko,,,,,,5.6
3203,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus,scincus,Animalia.Chordata.Reptilia.Squamata.Sphaerodactylidae.Teratoscincus.scincus,Common wonder gecko,,,,,,12.6
3204,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,ameiva,Animalia.Chordata.Reptilia.Squamata.Teiidae.Ameiva.ameiva,Giant ameiva,,,,,,4.6
