brewery_name,type,state,state_breweries,state_Brewpub,state_Microbrewery,state_RegionalBrewery,state_ContractBrewery,state_MultitapBar,state_BOP-BrewOnPremise
AMF Keglers Lanes & Brewery,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Alt Platz Brewing Co,Brewpub,Virginia,43,28,13.0,0.0,1.0,0.0,1.0
Walking Man Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Vintage Bistro,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Twin Rivers Brewing Co,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Twin Ivers B.C./Sailfish Bar & Grill,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Thomas Kemper Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Thomas Kemper Brewing (Poulsbo),Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
The Harmon Pub & Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
The Ellensburg Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Tapps Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Sweetwater Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Stix Pizza and Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Steam Plant Grill,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Snoqualmie Falls Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Snipes Mountain,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Skookum Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Skagit River Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Six Arms,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Silver City Restaurant & Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Seattle Brewers,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Scuttlebutt Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Schooner Exact Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
San Juan Brewing Co. (Washington),Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Roslyn Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rogue Ales Issaquah Brewhouse,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rocky Coulee Brewing,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Wood Fired Pizza/The Wedge Corp.,ContractBrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Wood Fired Pizza and Brewery - Lynwood,ContractBrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Pasta Pizza and Brewpub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Bottom Brewery - Bellevue,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Bottom Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Redhook Ale Brewery Inc.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Redhook Ale Brewery (Taproom),Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Red Dawg Brewpub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rattlesnake Mountain Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewing (Corp),Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Tacoma,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Spokane,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Seattle,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Puyallup,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Production,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Lakewood,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Lacey,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery - Kent,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
RAM/Big Horn Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rainier Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
"Pyramid Breweries, Inc.",Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pyramid Ales/Hart Brewing,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pyramid Alehouse,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Powerhouse Restaurant and Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Port Townsend Brewing,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Port Angeles Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pike Place Brewery #2,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pike Place Brewery #1,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pike Brewery & Pub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Peak's Brewpub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Pacific Crest Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Orchard Street Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Onalaska Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Olympic Club,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Olympia Brewing,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Northern Lights Brewing Co. (Washington),Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Northern Ales,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
North Fork Brewing Co,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
MT Head Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Moon Ales,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Mill Creek Brewpub/Big House Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Methow Valley Brewing Company,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamis Dad Watsons Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Spar Cafe and Bar,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Six Arms Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Queen Anne Hill,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins on the Columbia,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Olympic Club Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Mill Creek Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins Mill Creek,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
McMenamins East Vancouver,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Maxwell's Brewery & Pub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Maritime Pacific Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Mac & Jack's Brewery Inc,RegionalBrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Leavenworth Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Lazy Boy Brewing,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
La Conner Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Kelley Creek Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Jet City Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Issaquah Brewhouse,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Iron Horse Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Ice Harbor Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Ice Harbor Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hood Canal Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Historic Liberty Saloon,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Heads Up Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hazel Dell Brewpub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
"Hart Brewing, Inc.",Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hart Brewery & Pub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Harmon Brewery and Restaurant,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hale's Ales (Spokane),Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hale's Ales (Seattle),Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Hale's Ales (Kirkland),Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Gustav's,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Grey Parrot Brewing Co,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Gordon Biersch,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Golden Hills Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Gilligan's Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Georgetown Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Front Street Ale House,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Fridays Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Fremont Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Frank N Stein,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Fort Spokane Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Forecasters Public House & Taproom,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Foothills Brewing & Beverage Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Flying Pig Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Flyers Restaurant and Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Fish Brewing Company,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Everybody's Brewing,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Epic Ales,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Engine House Restaurant and Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elysian Brewing Co-Elysian Fields,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elysian Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elysian Brewing Co- Tangletown,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elliott Bay Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elliott Bay Brewhouse & Pub (#2),Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Ellersick Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Elk Head Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Dicks Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Diamond Knot Brewery - Production Facility,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Diamond Knot Brewery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Dad Watson's,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
CJ's Brewpub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Cirque Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Cedar River Brewing Company,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Cashmere Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
"Captains City Brewing, Inc.",Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Buchanan Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Boundary Bay Brewery & Bistro,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Black Raven Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Black Raven Brewing Co,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
BJ's Restaurant & Brewery Southcenter,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Birkebeiner Brewing Company,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
BirdsView Brewing Co.,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Big Time Brewery & Alehouse,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Big House Brewing Co. / Mill Creek Brew Pub,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Belltower Brewhouse,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Bellevue Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Bear Republic Brewing Co - Production Facility,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Baron Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Aviator Ales Brewery,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Atomic Ale Brewpub and Eatery,Brewpub,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Anacortes Brewhouse/Rockfish Grill,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Alpine Brewing Co,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
7 Seas Brewing Co.,Microbrewery,Washington,151,82,66.0,1.0,2.0,0.0,0.0
Rock Wood Fired Pizza & Brewery - Auburn,ContractBrewery,West-virginia,5,4,0.0,0.0,1.0,0.0,0.0
North End Tavern & Brewery,Brewpub,West-virginia,5,4,0.0,0.0,1.0,0.0,0.0
Mountain State Brewing Co.,Brewpub,West-virginia,5,4,0.0,0.0,1.0,0.0,0.0
Blackwater Brewing Company,Brewpub,West-virginia,5,4,0.0,0.0,1.0,0.0,0.0
Bent Willy's Brewing,Brewpub,West-virginia,5,4,0.0,0.0,1.0,0.0,0.0
Water Street Brewery Lake County,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Water Street Brewery,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Viking Brewing Co,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Tyranena Brewing Co,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Titletown Brewing Co.,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Thirsty Pagan Brewing Co,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Stonefly Brewing Co,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Stone Cellar Brewpub, Inc",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Stevens Point Brewery,RegionalBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
St Francis Brewery & Restaurant,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Sprecher Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Specialty Brewing Company,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
South Shore Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Silver Creek Brewing Co.,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Shipwrecked Restaurant and Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Sand Creek Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Rustic Rail Grill & Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Rush River Brewing Co,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Rowland's Calumet Brewing,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Rock Bottom Brewery - Milwaukee,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Red Eye Brewing Co,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Randy's Fun Hunter Brewery,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Railhouse Restaurant and Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Pearl Street Brewery,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Pat's Tap,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Pat & Mike's Bar & Grill,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Northwoods Brewpub and Grill,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
New Glarus Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Musky Capital Brewery / Old Hayward Eatery,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Moosejaw Pizza & Dell's Brewing Co,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Minocqua Brewing Co.,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Minhas Craft Brewery,RegionalBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Milwaukee Premium Brewing Co,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Milwaukee Ale House,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Miller Brewing Co - Milwaukee,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Mid-Coast Brewing,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Leinenkugels 10th Street Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Legends Brewhouse and Eatery #2,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Legends Brewhouse and Eatery #1,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Legends Brewhouse and Eatery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Lakefront Brewery, Inc.",Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Lake Louie Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Jacob Leinenkugel Brewing Co.,RegionalBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
J.T Whitneys Pub and Brewery,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Hopps Haven Brew Haus,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Hereford and Hops Steakhouse and Brewpub,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Harbor City Brewing ,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Grumpy Troll, The",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Green Bay Brewing Co,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Great Dane Pub and Brewing Co. #3,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Great Dane Pub and Brewing Co.,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Great Dane Pub and Brewing Co,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Gray Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Granite City Food & Brewery (#18),Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Furthermore Beer,ContractBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Fox River Brewing Co. (Oshkosh),Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Fox River Brewing Co. (Appleton),Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Falls Brewing Co.,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Dos Banditos Restaurant,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Delafield Brewhaus,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Cross Plains Brewery Inc.,ContractBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Courthouse Pub,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Corner Pub,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
City Brewing Co.,RegionalBrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Cherryland Brewing,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Capital Brewery Company,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Bull Falls Brewery LLC,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Brown Street Brewery / Bugsys,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Brewmasters Pub, Restaurant & Brewery",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Brewmaster's Pub, Ltd.",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Brewery Creek Inn, Restaurant and Brewery",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Blue Heron Brew Pub,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Bellows Brew Crew,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Appleton Brewing Company,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
"Angry Minnow, The",Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Ale Asylum,Brewpub,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Adler Brau,Microbrewery,Wisconsin,77,44,27.0,4.0,2.0,0.0,0.0
Olde Heurich Brewing Co.,ContractBrewery,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
John Harvards Brewhouse,Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
"Gordon Biersch Brewery Restaurant - Washington 
",Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
Fischer Brewing Co. Inc.,ContractBrewery,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
Dumbarton Bridge Brewing Co LLC,ContractBrewery,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
District Chophouse & Brewery,Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
Chophouse & Brewery,Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
Capitol City Brewing Company (Capitol Hill),Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
Capitol City Brewing Company,Brewpub,Washington-dc,9,6,0.0,0.0,3.0,0.0,0.0
