brewery_name,type,state,state_breweries,state_Brewpub,state_Microbrewery,state_RegionalBrewery,state_ContractBrewery,state_MultitapBar,state_BOP-BrewOnPremise
Brew Brothers/Eldorado Hotel & Casino,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Boulder Dam Brewing Co.,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
BJ's Restaurant & Brewery - Reno,Microbrewery,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Big Dogs Brewing Co,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Barley's Casino & Brewing Co.,Brewpub,Nevada,18,14,3.0,0.0,1.0,0.0,0.0
Snake River Brewpub of Lander,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Snake River Brewing Company,Microbrewery,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Shadows Pub and Grill,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Sanfords Grub and Pub,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Library Restaurant and Brewing Co.,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Jackson Hole Pub & Brewery,Microbrewery,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Bitter Creek Brewing Co,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Altitude Chophouse and Brewery,Brewpub,Wyoming,8,6,2.0,0.0,0.0,0.0,0.0
Poplar Head Mule Co.\Brewpub & Grill,Brewpub,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Olde Towne Brewing Co.,Microbrewery,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Olde Auburn Ale House Brewery Restaurant,ContractBrewery,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Hurricane Brewing Co.,Brewpub,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Birmingham Brewing Company,Microbrewery,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Back Forty Beer Co,ContractBrewery,Alabama,6,2,2.0,0.0,2.0,0.0,0.0
Thomas Hooker Brewing Co. LLC,Microbrewery,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Southport Brewing Company,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Southport Brewing Company,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Southport Brewing Company,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Olde Burnside Brewing CO.,Microbrewery,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
New England Brewing Co.,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
New England Brewing Co.,Microbrewery,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Cottrell Brewing Co.,Microbrewery,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
City Steam Brasserie and Brewing Café,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Cambridge House Brew Pub.,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Cambridge House Brew Pub,Brewpub,Connecticut,11,7,4.0,0.0,0.0,0.0,0.0
Rock Bottom Brewery - Des Moines,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Raccoon River Brewing Co,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Old Main Brewing Co & Restaurant,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Millstream Brewing Company,Microbrewery,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Lost Duck Brewing Co.,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Granite City Food & Wort House,Microbrewery,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Granite City Food & Brewery (#6),Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Granite City Food & Brewery (#5),Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Granite City Food & Brewery (#4),Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Depot Deli and Lounge,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Court Ave. Brewing,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Confluence Brewing Co,Microbrewery,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Becks Sports Bar & Grill,Brewpub,Iowa,13,10,3.0,0.0,0.0,0.0,0.0
Trailhead Brewing Co.,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Tin Mill Brewing Co.,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
"St. Louis Brewery, Inc./Schlafly Bottleworks",Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Square  One Brewery,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Springfield Brewing Company,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
O'Fallon Brewery,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Morgan Street,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Mccoys Public House,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Iron Barley,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Gruhlke's Microbrewery/Bias Vineyards,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Griesedieck Brothers Brewery,ContractBrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Granite City Food & Brewery (#11),Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Flat Branch Brewing Co.,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Crown Valley Winery,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Charleville Winery & Microbrewery,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Boulevard Brewing Co.,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Bootleggers Restaurant & Brewery,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Bat Creek Brewery,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Augusta Brewing Co.,Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
"Anheuser-Busch, Inc.",Microbrewery,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
75th Street Brewery,Brewpub,Missouri,21,10,10.0,0.0,1.0,0.0,0.0
Benson Brewery,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Upstream Brewing Co. (#2),Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Upstream Brewing Co.,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Thunderhead Brewing Co. (#2)/ Chicken Coop,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Thunderhead Brewing Co.  ,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Spilker Ales,Microbrewery,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
SchillingBridge Winery & Microbrewery,ContractBrewery,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Nebraska Brewing Co.,Microbrewery,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Mistys Steakhouse & Brewery,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Lazlo's Brewery & Grill,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Jaipur Brewing Co.,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Granite City Food & Brewery (#7),Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Granite City Food & Brewery (#16),Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Gottberg Brew Pub,Brewpub,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Empyrean Brewing Co.,Microbrewery,Nebraska,15,11,3.0,0.0,1.0,0.0,0.0
Snowgoose Restaurant,Brewpub,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Sleeping Lady Brewing Co.,Brewpub,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Skagway Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Silver Gulch Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Mooses Tooth Brewing Co,Brewpub,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Midnight Sun Brewing Company,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Kodiak Island Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Kenai River Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Kassiks Kenai Brew Stop,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Homer Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Glacier Brewhouse,Brewpub,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Denali Brewing Company,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Denali Brewing Co.,Microbrewery,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Alaskan Brewing & Bottling Company,Brewpub,Alaska,14,5,9.0,0.0,0.0,0.0,0.0
Thunder Canyon Brewery,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Sunup Brewing at Sonora Brewhouse,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Sonora Brewing Company/ Pinnacle Peak,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Rock Bottom Brewery- Scottsdale,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Rock Bottom Brewery - Phoenix,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Rock Bottom Brewery - Desert Ridge,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Rock Bottom Brewery - Arrowhead,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Prescott Brewing Co,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Pinnacle Peak Brewery,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Papago Brewing Co.,ContractBrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Old World Brewery,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Oggi's Pizza & Brewing Company,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Oggi's Pizza & Brewing Company,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Oak Creek Brewing Co.,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Oak Creek Brewery & Grill,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Nimbus Brewing Company,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Mudshark Brewing Co.,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Mogollon Brewing Co.,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Gordon Biersch Brewery Restaurants,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Gentle Ben's Brewing Company,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Four Peaks Brewing Co.,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Flagstaff Brewing Co.,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Electric Dave Brewery,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Electric Brewing Co.,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Dark Mountain Brewery,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Crazy Ed's Satisfied Frog,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Coyote Springs Brewing Co. & Café,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Copper Canyon Brewing/Ale House,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
BJs Restaurant & Brewery - Chandler,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Beaver Street Brewery & Whistle Stop Café,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Barrio Brewing Co ,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Barley Brothers Brewery,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Bandersnatch Brewpub,Brewpub,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Alcatraz Brewing Company,Microbrewery,Arizona,34,21,12.0,0.0,1.0,0.0,0.0
Vino's,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Tiny Tim's Pizza/West Mountain Brewery,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Hog Haus Barewing Co.,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Diamond Bear Brewing Co.,Microbrewery,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Dark Hills Brewery,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Chit's,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Boscos Little Rock Brewing Co.,Brewpub,Arkansas,7,6,1.0,0.0,0.0,0.0,0.0
Wolf Tongue Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Walnut Brewery/Rock Bottom Restaurant,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Vail Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Union Colony Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Two Angels Beer Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Twisted Pine Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Trout Creek Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Trinidad Brewing Co,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Tommyknocker Brewery & Pub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Tivoli Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Three Barrel Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
The Walnut Brewery (#2),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
The Idle Spur,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Telluride Beer Co.,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Tabernash Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Steamworks Brewing Company # 3,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Steamworks Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Steamboat Brewery & Tavern,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Squaw Mountain Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Spring Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Southern Sun Pub & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Snowy Mountain Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Snow Dog Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Smugglers Brewpub and Grille,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Smiling Moose Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Sleeping Giant,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
SKA Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Silverton Brewery Pub & Grill,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Silver Plume Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Sharkey's Brewing Co. & Brew Club,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Shamrock Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Sandlot Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
San Luis Valley Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
San Juan Brewing Co.,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Sammy's on Park Avenue/Rifle Brewing Co,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rosies Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rockyard Brewing Co,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rocky Mountain Microbrewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rockslide Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rockies Brewing Company,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rock Bottom Brewery (Westminister),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rock Bottom Brewery (Englewood),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rock Bottom Brewery (Denver),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rock Bottom Brewery (Colorado),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Rock Bottom Brewery (Centerra),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Redstone Meadery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Redfish Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Red Ass Brewing Company (Sales),ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Purgatory Brewing LLC ,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pumphouse Brewery & Restaurant,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pug Ryans Steakhouse and Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Powers Brewing Co./Powers Colorado Brew,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Platte Bottom Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pitkin Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pitchers Brewery & Sports Shack,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pints Pub & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pine Street Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pikes Peak Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Phantom Canyon Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Peak to Peak Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Palmer Lake Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Palisade Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Pagosa Brewing Co,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Ouray Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Oskar Blues Grill and Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Only the Best Brewing Co. Inc.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
One Keg Brewhouse,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Old Colorado Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Odell Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Oasis Brewery Annex,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Oasis Brewery & Restaurant,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Northstar Restaurant & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
New Planet Beer Co,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
New Belgium Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Namaqua Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Naked Aspen Beer Company,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Mountain Sun Pub & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Moffat Station,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Mill Steakhouse and Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Mercury Caf\E9,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
McClellans Grill Na Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Manzano Mountain Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Main Street Brewery/Four Corners,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Mahogany Ridge Brewery & Grill,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Lonetree Brewing Ltd.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Lone Wolfe Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Little Big Brewing,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Linden's Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Left Hand Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Kannah Creek Brewing Co,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Judge Baldwin's Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Jamestown Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Irons Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Irish Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Il Vicino Pizzeria & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Il Vicino of Colorado Springs,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hubcap Brewery & Kitchen (Vail),Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Horsefly Brewing Co,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hops of Cherry Creek,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hops Grillhouse and Brewery-Cherry,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hops Grillhouse and Brewery-Chanson Plaza,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hops Grillhouse and Brewery- Northglenn,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hops Grillhouse and Brewery- Denver West,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
High Point Brewing Company,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hide-Away Restaurant & Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Helioselene LLC,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Heavenly Daze Brewery & Grill,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Headwaters Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Hardtail Brewing,ContractBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Gunnison Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Griffin Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Great Northern Tavern & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Great Divide Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
"Grand Lake Brewing Co, The ",Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Gore Range Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Gordon Biersch Brewery Restaurant - Broomfield,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Golden City Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Glenwood Canyon Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Four Corners Brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Fort Collins Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Flying Dog Brewpub & Grille,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Flying Dog Brewery,RegionalBrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Fleetside Pub & Brewing,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Far Superior Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Evergreen Brewery,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Estes Park Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Eldorado Canyon Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Eldo Brewery & Taproom,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Eddyline Restaurant & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Durango Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Dry Dock Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Dostal Alley brewing Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Dolores River Brewpub,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Dimmer's Brew Pub Inc.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Dillon Dam Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Denver Chop House & Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Del Norte Brewing Co,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Crested Butte Brewery/Calypso,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Crabtree Bewing Co,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Coors Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Coophouse Brewery,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
CooperSmith's Pub & Brewing,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Columbine Mill Brewery & Pizza Co.,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Colorado Brewing Company,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
ChopHouse and Brewery-Denver,Brewpub,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
Cheyenne Mountain Brewing Co.,Microbrewery,Colorado,182,100,61.0,2.0,19.0,0.0,0.0
